id,timestamp,source,proposals_found,new_proposals,errors
566,2026-05-14T21:00:01.698516+00:00,koios,115,0,[]
565,2026-05-14T17:00:01.143972+00:00,koios,115,1,[]
564,2026-05-14T13:00:01.571996+00:00,koios,114,0,[]
563,2026-05-14T09:00:01.328464+00:00,koios,114,0,[]
562,2026-05-14T05:00:01.194983+00:00,koios,114,0,[]
561,2026-05-14T01:00:01.649480+00:00,koios,114,0,[]
560,2026-05-13T21:00:02.076526+00:00,koios,114,0,[]
559,2026-05-13T17:00:01.586907+00:00,koios,114,0,[]
558,2026-05-13T13:00:01.456083+00:00,koios,114,0,[]
557,2026-05-13T09:00:01.749732+00:00,koios,114,0,[]
556,2026-05-13T05:00:01.834649+00:00,koios,114,0,[]
555,2026-05-13T01:00:01.643085+00:00,koios,114,0,[]
554,2026-05-12T21:00:01.952762+00:00,koios,114,0,[]
553,2026-05-12T17:00:01.390045+00:00,koios,114,0,[]
552,2026-05-12T13:00:01.240221+00:00,koios,114,0,[]
551,2026-05-12T09:00:01.308135+00:00,koios,114,0,[]
550,2026-05-12T05:00:02.084340+00:00,koios,114,0,[]
549,2026-05-12T01:00:01.549799+00:00,koios,114,0,[]
548,2026-05-11T21:00:01.266271+00:00,koios,114,1,[]
547,2026-05-11T17:00:01.598734+00:00,koios,113,0,[]
546,2026-05-11T13:00:01.576083+00:00,koios,113,0,[]
545,2026-05-11T09:00:01.861867+00:00,koios,113,0,[]
544,2026-05-11T05:00:01.979670+00:00,koios,113,0,[]
543,2026-05-11T01:00:01.832357+00:00,koios,113,0,[]
542,2026-05-10T21:00:01.551058+00:00,koios,113,0,[]
541,2026-05-10T17:00:02.032370+00:00,koios,113,0,[]
540,2026-05-10T13:00:01.834002+00:00,koios,113,0,[]
539,2026-05-10T09:00:01.143866+00:00,koios,113,0,[]
538,2026-05-10T05:00:01.699799+00:00,koios,113,0,[]
537,2026-05-10T01:00:01.763534+00:00,koios,113,0,[]
536,2026-05-09T21:00:02.079629+00:00,koios,113,0,[]
535,2026-05-09T17:00:01.562487+00:00,koios,113,0,[]
534,2026-05-09T13:00:01.389374+00:00,koios,113,0,[]
533,2026-05-09T09:00:01.856091+00:00,koios,113,0,[]
532,2026-05-09T05:00:01.726392+00:00,koios,113,0,[]
531,2026-05-09T01:00:01.322522+00:00,koios,113,0,[]
530,2026-05-08T21:00:01.895254+00:00,koios,113,0,[]
529,2026-05-08T17:00:01.215866+00:00,koios,113,0,[]
528,2026-05-08T13:00:01.440844+00:00,koios,113,0,[]
527,2026-05-08T09:00:01.997327+00:00,koios,113,0,[]
526,2026-05-08T05:00:01.840529+00:00,koios,113,0,[]
525,2026-05-08T01:00:01.597862+00:00,koios,113,0,[]
524,2026-05-07T21:00:01.447593+00:00,koios,113,0,[]
523,2026-05-07T17:00:01.928031+00:00,koios,113,0,[]
522,2026-05-07T13:00:01.854769+00:00,koios,113,0,[]
521,2026-05-07T09:00:01.536027+00:00,koios,113,1,[]
520,2026-05-07T05:00:01.597051+00:00,koios,112,0,[]
519,2026-05-07T01:00:01.324355+00:00,koios,112,0,[]
518,2026-05-06T21:00:01.585020+00:00,koios,112,0,[]
517,2026-05-06T17:00:01.879464+00:00,koios,112,0,[]
516,2026-05-06T13:00:01.318774+00:00,koios,112,0,[]
515,2026-05-06T09:00:01.839916+00:00,koios,112,0,[]
514,2026-05-06T05:00:01.648788+00:00,koios,112,0,[]
513,2026-05-06T01:00:02.099507+00:00,koios,112,0,[]
512,2026-05-05T21:00:01.545831+00:00,koios,112,0,[]
511,2026-05-05T17:00:01.624553+00:00,koios,112,0,[]
510,2026-05-05T13:00:01.276289+00:00,koios,112,0,[]
509,2026-05-05T09:00:01.768202+00:00,koios,112,0,[]
508,2026-05-05T05:00:01.333848+00:00,koios,112,0,[]
507,2026-05-05T01:00:01.617081+00:00,koios,112,2,[]
506,2026-05-04T21:00:01.556134+00:00,koios,110,0,[]
505,2026-05-04T17:00:01.968458+00:00,koios,110,0,[]
504,2026-05-04T13:00:01.985279+00:00,koios,110,0,[]
503,2026-05-04T09:00:01.950219+00:00,koios,110,1,[]
502,2026-05-04T05:00:02.087444+00:00,koios,109,0,[]
501,2026-05-04T01:00:02.045148+00:00,koios,109,0,[]
500,2026-05-03T21:00:01.943794+00:00,koios,109,0,[]
499,2026-05-03T17:00:02.072270+00:00,koios,109,0,[]
498,2026-05-03T13:00:01.664821+00:00,koios,109,0,[]
497,2026-05-03T09:00:01.580291+00:00,koios,109,0,[]
496,2026-05-03T05:00:02.077363+00:00,koios,109,0,[]
495,2026-05-03T01:00:01.283302+00:00,koios,109,0,[]
494,2026-05-02T21:00:01.652192+00:00,koios,109,0,[]
493,2026-05-02T17:00:01.933646+00:00,koios,109,0,[]
492,2026-05-02T13:00:02.014466+00:00,koios,109,0,[]
491,2026-05-02T09:00:01.632172+00:00,koios,109,0,[]
490,2026-05-02T05:00:01.757188+00:00,koios,109,0,[]
489,2026-05-02T01:00:01.964394+00:00,koios,109,0,[]
488,2026-05-01T21:00:01.307568+00:00,koios,109,0,[]
487,2026-05-01T17:00:01.967446+00:00,koios,109,0,[]
486,2026-05-01T13:00:01.471562+00:00,koios,109,0,[]
485,2026-05-01T09:00:01.441395+00:00,koios,109,0,[]
484,2026-05-01T05:00:01.544516+00:00,koios,109,0,[]
483,2026-05-01T01:00:02.069826+00:00,koios,109,0,[]
482,2026-04-30T21:00:01.359429+00:00,koios,109,0,[]
481,2026-04-30T17:00:01.759652+00:00,koios,109,1,[]
480,2026-04-30T13:00:01.345695+00:00,koios,108,0,[]
479,2026-04-30T09:00:01.414586+00:00,koios,108,2,[]
478,2026-04-30T05:00:02.059349+00:00,koios,106,0,[]
477,2026-04-30T01:00:01.412148+00:00,koios,106,0,[]
476,2026-04-29T21:00:02.105370+00:00,koios,106,0,[]
475,2026-04-29T17:00:01.846813+00:00,koios,106,0,[]
474,2026-04-29T13:00:02.073441+00:00,koios,106,0,[]
473,2026-04-29T09:00:01.238538+00:00,koios,106,1,[]
472,2026-04-29T05:00:02.081254+00:00,koios,105,0,[]
471,2026-04-29T01:00:01.333139+00:00,koios,105,0,[]
470,2026-04-28T21:00:01.841166+00:00,koios,105,0,[]
469,2026-04-28T17:00:02.090347+00:00,koios,105,0,[]
468,2026-04-28T13:00:01.166698+00:00,koios,105,0,[]
467,2026-04-28T09:00:01.587898+00:00,koios,105,0,[]
466,2026-04-28T05:00:01.558664+00:00,koios,105,0,[]
465,2026-04-28T01:00:01.427042+00:00,koios,105,0,[]
464,2026-04-27T21:00:02.011775+00:00,koios,105,0,[]
463,2026-04-27T17:00:01.745016+00:00,koios,105,0,[]
462,2026-04-27T13:00:01.549055+00:00,koios,105,0,[]
461,2026-04-27T09:00:01.373895+00:00,koios,105,0,[]
460,2026-04-27T05:00:01.963784+00:00,koios,105,0,[]
459,2026-04-27T01:00:01.929276+00:00,koios,105,0,[]
458,2026-04-26T21:00:01.256614+00:00,koios,105,0,[]
457,2026-04-26T17:00:01.359608+00:00,koios,105,0,[]
456,2026-04-26T13:00:01.667193+00:00,koios,105,0,[]
455,2026-04-26T09:00:01.898593+00:00,koios,105,0,[]
454,2026-04-26T05:00:01.910599+00:00,koios,105,0,[]
453,2026-04-26T01:00:01.312855+00:00,koios,105,0,[]
452,2026-04-25T21:00:01.401782+00:00,koios,105,0,[]
451,2026-04-25T17:00:01.605069+00:00,koios,105,0,[]
450,2026-04-25T13:00:01.903131+00:00,koios,105,0,[]
449,2026-04-25T09:00:01.939027+00:00,koios,105,0,[]
448,2026-04-25T05:00:01.304476+00:00,koios,105,0,[]
447,2026-04-25T01:00:01.204038+00:00,koios,105,0,[]
446,2026-04-24T21:00:01.502201+00:00,koios,105,0,[]
445,2026-04-24T17:00:01.169729+00:00,koios,105,0,[]
444,2026-04-24T13:00:01.264697+00:00,koios,105,0,[]
443,2026-04-24T09:00:01.145028+00:00,koios,105,0,[]
442,2026-04-24T05:00:01.716421+00:00,koios,105,0,[]
441,2026-04-24T01:00:01.713162+00:00,koios,105,0,[]
440,2026-04-23T21:00:01.862474+00:00,koios,105,0,[]
439,2026-04-23T17:00:01.732198+00:00,koios,105,0,[]
438,2026-04-23T13:00:01.455791+00:00,koios,105,0,[]
437,2026-04-23T09:00:01.979269+00:00,koios,105,0,[]
436,2026-04-23T05:00:01.558311+00:00,koios,105,0,[]
435,2026-04-23T01:00:01.818789+00:00,koios,105,0,[]
434,2026-04-22T21:00:01.287939+00:00,koios,105,0,[]
433,2026-04-22T17:00:01.781056+00:00,koios,105,9,[]
432,2026-04-22T13:00:01.312994+00:00,koios,96,0,[]
431,2026-04-22T09:00:01.134437+00:00,koios,96,0,[]
430,2026-04-22T05:00:01.734654+00:00,koios,96,0,[]
429,2026-04-22T01:00:01.582791+00:00,koios,96,0,[]
428,2026-04-21T21:00:01.737707+00:00,koios,96,0,[]
427,2026-04-21T17:00:01.615160+00:00,koios,96,0,[]
426,2026-04-21T13:00:01.322457+00:00,koios,96,0,[]
425,2026-04-21T09:00:01.221753+00:00,koios,96,0,[]
424,2026-04-21T05:00:01.879421+00:00,koios,96,0,[]
423,2026-04-21T01:00:02.031478+00:00,koios,96,0,[]
422,2026-04-20T21:00:01.837506+00:00,koios,96,0,[]
421,2026-04-20T17:00:02.126537+00:00,koios,96,0,[]
420,2026-04-20T13:00:01.396073+00:00,koios,96,0,[]
419,2026-04-20T09:00:01.484810+00:00,koios,96,0,[]
418,2026-04-20T05:00:01.558239+00:00,koios,96,0,[]
417,2026-04-20T01:00:01.388225+00:00,koios,96,0,[]
416,2026-04-19T21:00:01.474157+00:00,koios,96,0,[]
415,2026-04-19T17:00:01.798394+00:00,koios,96,0,[]
414,2026-04-19T13:00:01.174462+00:00,koios,96,0,[]
413,2026-04-19T09:00:01.144697+00:00,koios,96,0,[]
412,2026-04-19T05:00:01.669393+00:00,koios,96,0,[]
411,2026-04-19T01:00:01.460930+00:00,koios,96,0,[]
410,2026-04-18T21:00:01.493867+00:00,koios,96,0,[]
409,2026-04-18T17:00:01.146435+00:00,koios,96,0,[]
408,2026-04-18T13:00:01.449653+00:00,koios,96,0,[]
407,2026-04-18T09:00:01.188882+00:00,koios,96,0,[]
406,2026-04-18T05:00:01.648121+00:00,koios,96,0,[]
405,2026-04-18T01:00:01.346596+00:00,koios,96,0,[]
404,2026-04-17T21:00:02.108771+00:00,koios,96,0,[]
403,2026-04-17T17:00:01.866050+00:00,koios,96,0,[]
402,2026-04-17T13:00:01.669006+00:00,koios,96,0,[]
401,2026-04-17T09:00:01.716550+00:00,koios,96,0,[]
400,2026-04-17T05:00:01.611055+00:00,koios,96,0,[]
399,2026-04-17T01:00:01.368459+00:00,koios,96,0,[]
398,2026-04-16T21:00:02.110386+00:00,koios,96,0,[]
397,2026-04-16T17:00:01.539714+00:00,koios,96,0,[]
396,2026-04-16T13:00:01.326180+00:00,koios,96,0,[]
395,2026-04-16T09:00:02.065900+00:00,koios,96,0,[]
394,2026-04-16T05:00:01.319715+00:00,koios,96,0,[]
393,2026-04-16T01:00:01.446761+00:00,koios,96,0,[]
392,2026-04-15T21:00:01.252882+00:00,koios,96,0,[]
391,2026-04-15T17:00:01.519178+00:00,koios,96,0,[]
390,2026-04-15T13:00:01.512368+00:00,koios,96,0,[]
389,2026-04-15T09:00:01.680105+00:00,koios,96,0,[]
388,2026-04-15T05:00:01.935704+00:00,koios,96,0,[]
387,2026-04-15T01:00:01.721983+00:00,koios,96,0,[]
386,2026-04-14T21:00:02.112134+00:00,koios,96,0,[]
385,2026-04-14T17:00:01.399478+00:00,koios,96,0,[]
384,2026-04-14T13:00:02.104521+00:00,koios,96,0,[]
383,2026-04-14T09:00:01.223679+00:00,koios,96,0,[]
382,2026-04-14T05:00:01.389095+00:00,koios,96,0,[]
381,2026-04-14T01:00:01.915536+00:00,koios,96,0,[]
380,2026-04-13T21:00:02.044699+00:00,koios,96,0,[]
379,2026-04-13T17:00:01.382258+00:00,koios,96,0,[]
378,2026-04-13T13:00:01.181305+00:00,koios,96,0,[]
377,2026-04-13T09:00:01.753916+00:00,koios,96,0,[]
376,2026-04-13T05:00:01.314736+00:00,koios,96,0,[]
375,2026-04-13T01:00:01.609845+00:00,koios,96,0,[]
374,2026-04-12T21:00:02.070474+00:00,koios,96,0,[]
373,2026-04-12T17:00:01.811770+00:00,koios,96,0,[]
372,2026-04-12T13:00:01.525193+00:00,koios,96,0,[]
371,2026-04-12T09:00:01.399785+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
370,2026-04-12T05:00:01.517621+00:00,koios,96,0,[]
369,2026-04-12T01:00:01.368527+00:00,koios,96,0,[]
368,2026-04-11T21:00:01.183352+00:00,koios,96,0,[]
367,2026-04-11T17:00:01.373653+00:00,koios,96,0,[]
366,2026-04-11T13:00:01.419417+00:00,koios,96,0,[]
365,2026-04-11T09:00:01.372115+00:00,koios,96,0,[]
364,2026-04-11T05:00:01.988873+00:00,koios,96,0,[]
363,2026-04-11T01:00:01.226864+00:00,koios,96,0,[]
362,2026-04-10T21:00:01.163604+00:00,koios,96,0,[]
361,2026-04-10T17:00:01.127044+00:00,koios,96,0,[]
360,2026-04-10T13:00:01.319306+00:00,koios,96,0,[]
359,2026-04-10T09:00:01.971211+00:00,koios,96,0,[]
358,2026-04-10T05:00:01.842687+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
357,2026-04-10T01:00:01.680520+00:00,koios,96,0,[]
356,2026-04-09T21:00:01.985844+00:00,koios,96,0,[]
355,2026-04-09T17:00:01.685055+00:00,koios,96,1,[]
354,2026-04-09T13:00:01.484418+00:00,koios,95,0,[]
353,2026-04-09T09:00:01.813273+00:00,koios,95,0,[]
352,2026-04-09T05:00:02.028773+00:00,koios,95,0,[]
351,2026-04-09T01:00:01.610921+00:00,koios,95,0,[]
350,2026-04-08T21:00:01.890174+00:00,koios,95,0,[]
349,2026-04-08T17:00:01.213814+00:00,koios,95,0,[]
348,2026-04-08T13:00:01.495301+00:00,koios,95,0,[]
347,2026-04-08T09:00:01.639496+00:00,koios,95,0,[]
346,2026-04-08T05:00:01.673123+00:00,koios,95,0,[]
345,2026-04-08T01:00:01.509003+00:00,koios,95,0,[]
344,2026-04-07T21:00:01.543855+00:00,koios,95,0,[]
343,2026-04-07T17:00:01.167804+00:00,koios,95,0,[]
342,2026-04-07T13:00:01.738605+00:00,koios,95,0,[]
341,2026-04-07T09:00:01.626392+00:00,koios,95,0,[]
340,2026-04-07T05:00:01.780920+00:00,koios,95,0,[]
339,2026-04-07T01:00:02.016319+00:00,koios,95,0,[]
338,2026-04-06T21:00:02.128215+00:00,koios,95,0,[]
337,2026-04-06T17:00:01.694429+00:00,koios,95,0,[]
336,2026-04-06T13:00:01.822861+00:00,koios,95,0,[]
335,2026-04-06T09:00:01.620267+00:00,koios,95,0,[]
334,2026-04-06T05:00:01.184857+00:00,koios,95,0,[]
333,2026-04-06T01:00:01.581506+00:00,koios,95,0,[]
332,2026-04-05T21:00:01.652327+00:00,koios,95,0,[]
331,2026-04-05T17:00:01.239455+00:00,koios,95,0,[]
330,2026-04-05T13:00:01.966300+00:00,koios,95,0,[]
329,2026-04-05T09:00:01.592587+00:00,koios,95,0,[]
328,2026-04-05T05:00:01.404986+00:00,koios,95,0,[]
327,2026-04-05T01:00:01.610711+00:00,koios,95,0,[]
326,2026-04-04T21:00:01.529921+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
325,2026-04-04T17:00:01.947888+00:00,koios,95,0,[]
324,2026-04-04T13:00:01.553167+00:00,koios,95,0,[]
323,2026-04-04T09:00:01.704128+00:00,koios,95,0,[]
322,2026-04-04T05:00:01.520044+00:00,koios,95,0,[]
321,2026-04-04T01:00:01.626244+00:00,koios,95,0,[]
320,2026-04-03T21:00:01.919446+00:00,koios,95,0,[]
319,2026-04-03T17:00:01.414842+00:00,koios,95,0,[]
318,2026-04-03T13:00:01.904596+00:00,koios,95,0,[]
317,2026-04-03T09:00:01.783699+00:00,koios,95,0,[]
316,2026-04-03T05:00:01.294570+00:00,koios,95,0,[]
315,2026-04-03T01:00:01.775485+00:00,koios,95,0,[]
314,2026-04-02T21:00:01.373381+00:00,koios,95,0,[]
313,2026-04-02T17:00:01.302588+00:00,koios,95,0,[]
312,2026-04-02T13:00:01.879238+00:00,koios,95,0,[]
311,2026-04-02T09:00:02.089060+00:00,koios,95,0,[]
310,2026-04-02T05:00:01.852089+00:00,koios,95,0,[]
309,2026-04-02T01:00:02.061653+00:00,koios,95,0,[]
308,2026-04-01T21:00:01.345315+00:00,koios,95,0,[]
307,2026-04-01T17:00:01.546823+00:00,koios,95,0,[]
306,2026-04-01T13:00:01.291255+00:00,koios,95,0,[]
305,2026-04-01T09:00:01.833154+00:00,koios,95,0,[]
304,2026-04-01T05:00:01.841076+00:00,koios,95,0,[]
303,2026-04-01T01:00:02.037408+00:00,koios,95,0,[]
302,2026-03-31T21:00:01.578263+00:00,koios,95,0,[]
301,2026-03-31T17:00:01.709500+00:00,koios,95,0,[]
300,2026-03-31T13:00:01.375889+00:00,koios,95,0,[]
299,2026-03-31T09:00:01.284988+00:00,koios,95,0,[]
298,2026-03-31T05:00:01.409852+00:00,koios,95,0,[]
297,2026-03-31T01:00:01.753084+00:00,koios,95,0,[]
296,2026-03-30T21:00:01.732280+00:00,koios,95,0,[]
295,2026-03-30T17:00:01.200290+00:00,koios,95,0,[]
294,2026-03-30T13:00:01.831594+00:00,koios,95,0,[]
293,2026-03-30T09:00:01.702751+00:00,koios,95,0,[]
292,2026-03-30T05:00:01.264651+00:00,koios,95,0,[]
291,2026-03-30T01:00:01.961125+00:00,koios,95,0,[]
290,2026-03-29T21:00:01.512222+00:00,koios,95,0,[]
289,2026-03-29T17:00:01.462080+00:00,koios,95,1,[]
288,2026-03-29T13:00:01.272802+00:00,koios,94,0,[]
287,2026-03-29T09:00:01.882622+00:00,koios,94,0,[]
286,2026-03-29T05:00:01.731645+00:00,koios,94,0,[]
285,2026-03-29T01:00:02.017153+00:00,koios,94,0,[]
284,2026-03-28T21:00:01.532340+00:00,koios,94,0,[]
283,2026-03-28T17:00:02.077584+00:00,koios,94,0,[]
282,2026-03-28T13:00:01.562180+00:00,koios,94,0,[]
281,2026-03-28T09:00:01.855110+00:00,koios,94,0,[]
280,2026-03-28T05:00:01.672732+00:00,koios,94,0,[]
279,2026-03-28T01:00:02.108798+00:00,koios,94,0,[]
278,2026-03-27T21:00:01.875962+00:00,koios,94,0,[]
277,2026-03-27T17:00:01.684489+00:00,koios,94,0,[]
276,2026-03-27T13:00:01.336425+00:00,koios,94,0,[]
275,2026-03-27T09:00:01.895007+00:00,koios,94,0,[]
274,2026-03-27T05:00:01.382278+00:00,koios,94,0,[]
273,2026-03-27T01:00:02.121337+00:00,koios,94,0,[]
272,2026-03-26T21:00:02.073351+00:00,koios,94,0,[]
271,2026-03-26T17:00:01.996093+00:00,koios,94,0,[]
270,2026-03-26T13:00:02.021071+00:00,koios,94,0,[]
269,2026-03-26T09:00:01.389504+00:00,koios,94,0,[]
268,2026-03-26T05:00:01.264215+00:00,koios,94,0,[]
267,2026-03-26T01:00:01.750415+00:00,koios,94,0,[]
266,2026-03-25T21:00:01.292920+00:00,koios,94,0,[]
265,2026-03-25T17:00:02.111918+00:00,koios,94,0,[]
264,2026-03-25T13:00:02.009603+00:00,koios,94,0,[]
263,2026-03-25T09:00:01.426203+00:00,koios,94,0,[]
262,2026-03-25T05:00:02.058210+00:00,koios,94,0,[]
261,2026-03-25T04:02:55.819525+00:00,koios,94,0,[]
260,2026-03-25T01:00:01.957828+00:00,koios,102,0,[]
259,2026-03-24T21:00:01.566232+00:00,koios,102,0,[]
258,2026-03-24T17:00:01.178369+00:00,koios,94,0,[]
257,2026-03-24T13:00:01.361244+00:00,koios,94,0,[]
256,2026-03-24T09:00:01.559882+00:00,koios,94,0,[]
255,2026-03-24T05:00:01.545519+00:00,koios,102,0,[]
254,2026-03-24T01:00:01.295128+00:00,koios,102,0,[]
253,2026-03-23T21:00:01.771760+00:00,koios,94,0,[]
252,2026-03-23T17:00:01.765524+00:00,koios,102,0,[]
251,2026-03-23T13:00:01.347894+00:00,koios,94,0,[]
250,2026-03-23T09:00:01.973851+00:00,koios,94,0,[]
249,2026-03-23T05:00:02.022304+00:00,koios,94,0,[]
248,2026-03-23T01:00:01.576974+00:00,koios,102,0,[]
247,2026-03-22T21:00:01.354205+00:00,koios,94,0,[]
246,2026-03-22T17:00:01.755583+00:00,koios,94,0,[]
245,2026-03-22T13:00:01.370911+00:00,koios,102,0,[]
244,2026-03-22T09:00:01.553249+00:00,koios,102,0,[]
243,2026-03-22T05:00:02.033780+00:00,koios,102,0,[]
242,2026-03-22T01:00:01.763449+00:00,koios,102,0,[]
241,2026-03-21T21:00:01.743763+00:00,koios,102,0,[]
240,2026-03-21T17:00:01.395973+00:00,koios,102,0,[]
239,2026-03-21T13:00:01.247991+00:00,koios,102,0,[]
238,2026-03-21T09:00:01.197386+00:00,koios,102,0,[]
237,2026-03-21T05:00:01.183135+00:00,koios,102,0,[]
236,2026-03-21T01:00:01.978490+00:00,koios,102,0,[]
235,2026-03-20T21:00:01.238305+00:00,koios,102,0,[]
234,2026-03-20T17:00:01.215866+00:00,koios,102,0,[]
233,2026-03-20T13:00:02.044994+00:00,koios,102,0,[]
232,2026-03-20T09:00:01.666823+00:00,koios,102,0,[]
231,2026-03-20T05:00:01.413572+00:00,koios,102,0,[]
230,2026-03-20T01:00:01.529708+00:00,koios,102,0,[]
229,2026-03-19T21:00:01.788967+00:00,koios,102,0,[]
228,2026-03-19T17:00:01.218930+00:00,koios,102,0,[]
227,2026-03-19T13:00:01.170558+00:00,koios,102,0,[]
226,2026-03-19T09:00:01.208283+00:00,koios,102,0,[]
225,2026-03-19T05:00:02.002260+00:00,koios,102,0,[]
224,2026-03-19T01:00:01.332839+00:00,koios,102,0,[]
223,2026-03-18T21:00:01.234712+00:00,koios,102,0,[]
222,2026-03-18T17:00:01.838588+00:00,koios,102,0,[]
221,2026-03-18T13:00:01.765471+00:00,koios,102,0,[]
220,2026-03-18T09:00:01.370270+00:00,koios,102,0,[]
219,2026-03-18T05:00:01.787336+00:00,koios,102,0,[]
218,2026-03-18T01:00:01.871223+00:00,koios,102,0,[]
217,2026-03-17T21:00:01.297404+00:00,koios,102,0,[]
216,2026-03-17T17:00:01.254841+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
215,2026-03-17T13:00:01.474101+00:00,koios,102,1,[]
214,2026-03-17T09:00:01.543536+00:00,koios,101,0,[]
213,2026-03-17T05:00:02.107945+00:00,koios,101,0,[]
212,2026-03-17T01:00:01.946607+00:00,koios,101,0,[]
211,2026-03-16T21:00:01.383227+00:00,koios,101,0,[]
210,2026-03-16T17:00:01.535585+00:00,koios,101,0,[]
209,2026-03-16T13:00:01.628738+00:00,koios,101,0,[]
208,2026-03-16T09:00:01.546599+00:00,koios,101,0,[]
207,2026-03-16T05:00:02.012530+00:00,koios,101,0,[]
206,2026-03-15T21:00:01.311021+00:00,koios,101,0,[]
205,2026-03-15T17:00:01.181511+00:00,koios,101,0,[]
204,2026-03-15T13:00:01.809677+00:00,koios,101,0,[]
203,2026-03-15T09:00:01.699111+00:00,koios,101,0,[]
202,2026-03-15T05:00:01.316115+00:00,koios,101,0,[]
201,2026-03-15T01:00:02.024497+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
200,2026-03-14T21:00:01.960287+00:00,koios,101,0,[]
199,2026-03-14T17:00:01.587022+00:00,koios,101,0,[]
198,2026-03-14T13:00:02.106661+00:00,koios,101,0,[]
197,2026-03-14T09:00:01.558188+00:00,koios,101,0,[]
196,2026-03-14T05:00:01.256810+00:00,koios,101,0,[]
195,2026-03-14T01:00:01.852883+00:00,koios,101,0,[]
194,2026-03-13T21:00:01.869141+00:00,koios,101,0,[]
193,2026-03-13T17:00:01.879968+00:00,koios,101,0,[]
192,2026-03-13T13:00:02.014735+00:00,koios,101,0,[]
191,2026-03-13T09:00:01.497794+00:00,koios,101,0,[]
190,2026-03-13T05:00:01.252872+00:00,koios,101,0,[]
189,2026-03-13T01:00:01.463867+00:00,koios,101,1,[]
188,2026-03-12T21:00:01.326132+00:00,koios,100,0,[]
187,2026-03-12T17:00:02.019828+00:00,koios,100,0,[]
186,2026-03-12T13:00:01.753057+00:00,koios,100,0,[]
185,2026-03-12T09:00:01.194413+00:00,koios,100,0,[]
184,2026-03-12T05:00:01.260417+00:00,koios,100,0,[]
183,2026-03-12T01:00:01.718756+00:00,koios,100,0,[]
182,2026-03-11T21:00:01.633849+00:00,koios,100,0,[]
181,2026-03-11T17:00:01.589265+00:00,koios,100,0,[]
180,2026-03-11T13:00:01.370579+00:00,koios,100,0,[]
179,2026-03-11T09:00:01.680683+00:00,koios,100,0,[]
178,2026-03-11T05:00:01.939721+00:00,koios,100,0,[]
177,2026-03-11T01:00:01.865050+00:00,koios,100,0,[]
176,2026-03-10T21:00:01.261892+00:00,koios,100,0,[]
175,2026-03-10T17:00:01.196246+00:00,koios,100,0,[]
174,2026-03-10T13:00:01.360733+00:00,koios,100,0,[]
173,2026-03-10T09:00:02.083716+00:00,koios,100,0,[]
172,2026-03-10T05:00:01.996041+00:00,koios,100,1,[]
171,2026-03-10T01:00:01.655901+00:00,koios,99,0,[]
170,2026-03-09T21:00:02.079490+00:00,koios,99,0,[]
169,2026-03-09T17:00:01.704024+00:00,koios,99,0,[]
168,2026-03-09T13:00:01.402022+00:00,koios,99,0,[]
167,2026-03-09T09:00:01.882075+00:00,koios,99,0,[]
166,2026-03-09T05:00:01.469607+00:00,koios,99,0,[]
165,2026-03-09T01:00:01.949261+00:00,koios,99,0,[]
164,2026-03-08T21:00:01.405517+00:00,koios,99,0,[]
163,2026-03-08T17:00:01.612560+00:00,koios,99,0,[]
162,2026-03-08T13:00:01.472628+00:00,koios,99,0,[]
161,2026-03-08T09:00:01.553739+00:00,koios,99,0,[]
160,2026-03-08T06:00:02.075022+00:00,koios,99,0,[]
159,2026-03-08T02:00:01.724793+00:00,koios,99,0,[]
158,2026-03-07T22:00:01.763508+00:00,koios,99,0,[]
157,2026-03-07T18:00:01.667734+00:00,none,0,0,"[""Both Koios and Blockfrost unavailable""]"
156,2026-03-07T14:00:01.472934+00:00,koios,99,0,[]
155,2026-03-07T10:00:02.041714+00:00,koios,99,0,[]
154,2026-03-07T06:00:01.900822+00:00,koios,99,0,[]
153,2026-03-07T02:00:01.215489+00:00,koios,99,1,[]
152,2026-03-06T22:00:01.214671+00:00,koios,98,0,[]
151,2026-03-06T18:00:02.072024+00:00,koios,98,0,[]
150,2026-03-06T14:00:01.604510+00:00,koios,98,0,[]
149,2026-03-06T10:00:01.903071+00:00,koios,98,0,[]
148,2026-03-06T06:00:01.186657+00:00,koios,98,0,[]
147,2026-03-06T02:00:02.095636+00:00,koios,98,0,[]
146,2026-03-05T22:00:01.187855+00:00,koios,98,0,[]
145,2026-03-05T18:00:02.034456+00:00,koios,98,1,[]
144,2026-03-05T14:00:01.476271+00:00,koios,97,0,[]
143,2026-03-05T10:00:01.339401+00:00,koios,97,0,[]
142,2026-03-05T06:00:01.601761+00:00,koios,97,0,[]
141,2026-03-05T02:00:01.430966+00:00,koios,97,0,[]
140,2026-03-04T22:00:01.700556+00:00,koios,97,0,[]
139,2026-03-04T18:00:01.548681+00:00,koios,97,0,[]
138,2026-03-04T14:00:01.788300+00:00,koios,97,0,[]
137,2026-03-04T10:00:01.158852+00:00,koios,97,0,[]
136,2026-03-04T06:00:01.988552+00:00,koios,97,0,[]
135,2026-03-04T02:00:01.321995+00:00,koios,97,0,[]
134,2026-03-03T22:00:01.346350+00:00,koios,97,0,[]
